Time,x,y,z,Red,Green,Blue
102,1.364,-0.354,0.997,0,0,0
203,1.363,-0.354,0.997,0,0,0
304,1.362,-0.354,0.997,0,0,0
404,1.362,-0.354,0.997,0,0,0
506,1.361,-0.354,0.997,0,0,0
607,1.361,-0.354,0.997,0,0,0
708,1.36,-0.354,0.997,0,0,0
809,1.359,-0.354,0.997,0,0,0
910,1.358,-0.354,0.998,0,0,0
1011,1.356,-0.354,0.998,0,0,0
1112,1.355,-0.354,0.998,0,0,0
1218,1.354,-0.354,0.998,0,0,0
1319,1.352,-0.354,0.998,0,0,0
1420,1.351,-0.354,0.998,0,0,0
1522,1.349,-0.354,0.998,0,0,0
1623,1.348,-0.354,0.998,0,0,0
1724,1.346,-0.354,0.998,0,0,0
1825,1.344,-0.354,0.998,0,0,0
1926,1.343,-0.354,0.998,0,0,0
2028,1.341,-0.354,0.998,0,0,0
2129,1.341,-0.354,0.998,0,0,0
2230,1.339,-0.354,0.998,0,0,0
2331,1.337,-0.354,0.999,0,0,0
2433,1.335,-0.354,0.999,0,0,0
2534,1.333,-0.354,0.999,0,0,0
2635,1.331,-0.354,0.999,0,0,0
2737,1.331,-0.354,0.999,0,0,0
2838,1.331,-0.354,0.999,0,0,0
2943,1.331,-0.354,0.999,0,0,0
3044,1.331,-0.354,0.999,0,0,0
3145,1.331,-0.354,0.999,0,0,0
3246,1.331,-0.354,1.0,0,0,0
3347,1.331,-0.354,1.0,0,0,0
3448,1.331,-0.354,1.0,0,0,0
3550,1.331,-0.354,1.0,0,0,0
3656,1.331,-0.354,1.0,0,0,0
3757,1.331,-0.354,1.0,0,0,0
3859,1.331,-0.354,1.002,0,0,0
3960,1.331,-0.354,1.002,0,0,0
4061,1.331,-0.354,1.002,0,0,0
4162,1.331,-0.354,1.002,0,0,0
4264,1.331,-0.354,1.002,0,0,0
4365,1.198,-0.354,1.002,0,0,0
4466,1.198,-0.354,1.002,0,0,0
4567,1.198,-0.354,1.002,0,0,0
4669,1.198,-0.354,1.002,0,0,0
4769,1.198,-0.354,1.002,0,0,0
4870,1.198,-0.354,1.002,0,0,0
4972,1.198,-0.354,1.002,0,0,0
5073,1.198,-0.354,1.002,0,0,0
5174,1.11,-0.354,1.002,0,0,0
