Time,x,y,z,Red,Green,Blue
101,1.606662392616272,-0.35996776819229126,0.0,0,0,0
202,1.6058001518249512,-0.35995984077453613,0.0,0,0,0
303,1.6052265167236328,-0.3599541187286377,0.0,0,0,0
403,1.604364275932312,-0.35994482040405273,0.0,0,0,0
504,1.603796362876892,-0.35993820428848267,0.0,0,0,0
604,1.6029341220855713,-0.3599274158477783,0.0,0,0,0
705,1.6023591756820679,-0.3599197268486023,0.0,0,0,0
805,1.6015040874481201,-0.3599076271057129,0.0,0,0,0
907,1.6009292602539062,-0.35989904403686523,0.0,0,0,0
1008,1.6000741720199585,-0.3598855137825012,0.0,0,0,0
1108,1.598225712776184,-0.35987597703933716,0.0,0,0,0
1209,1.594641923904419,-0.35986095666885376,0.0,0,0,0
1310,1.5918511152267456,-0.3598504662513733,0.0,0,0,0
1411,1.5869154930114746,-0.35983413457870483,0.0,0,0,0
1512,1.5814369916915894,-0.3598167300224304,0.0,0,0,0
1612,1.5772961378097534,-0.3598046898841858,0.0,0,0,0
1712,1.570643424987793,-0.3597860336303711,0.0,0,0,0
1813,1.5657094717025757,-0.35977303981781006,0.0,0,0,0
1914,1.5582963228225708,-0.359752893447876,0.0,0,0,0
2015,1.5526200532913208,-0.35973894596099854,0.0,0,0,0
2116,1.5442016124725342,-0.3597174286842346,0.0014588263584300876,0,0,0
2216,1.5382744073867798,-0.3597027063369751,0.006451411172747612,0,0,0
2316,1.528908371925354,-0.35967957973480225,0.01963864266872406,0,0,0
2417,1.5223658084869385,-0.3596639633178711,0.03130153939127922,0,0,0
2518,1.5120952129364014,-0.3596394658088684,0.05288243293762207,0,0,0
2618,1.5049525499343872,-0.359622597694397,0.0697222352027893,0,0,0
2719,1.4943987131118774,-0.3595969080924988,0.09724844992160797,0,0,0
2820,1.486704707145691,-0.35957908630371094,0.11740712821483612,0,0,0
2921,1.475070595741272,-0.35955190658569336,0.14943987131118774,0,0,0
3022,1.4671663045883179,-0.35953330993652344,0.1721906065940857,0,0,0
3123,1.4555747509002686,-0.3595203757286072,0.20750415325164795,0,0,0
3224,1.4475114345550537,-0.3595234751701355,0.23224836587905884,165,165,165
3325,1.4359201192855835,-0.3595339059829712,0.27028489112854004,227,227,227
3425,1.4241904020309448,-0.35954535007476807,0.29631179571151733,255,255,255
3526,1.4165781736373901,-0.3595704436302185,0.3361155092716217,255,255,255
3627,1.4048163890838623,-0.3595932722091675,0.37627607583999634,247,247,247
3727,1.397293210029602,-0.35963791608810425,0.403495728969574,183,183,183
3827,1.385732650756836,-0.3596932291984558,0.44480234384536743,129,129,129
3928,1.378358006477356,-0.3597339391708374,0.47254645824432373,98,98,98
4028,1.366865873336792,-0.35979539155960083,0.5142804980278015,59,59,59
4129,1.3593631982803345,-0.35983312129974365,0.5420700311660767,39,39,39
4231,1.3473460674285889,-0.35988128185272217,0.5835127830505371,17,17,17
4331,1.3393595218658447,-0.35990750789642334,0.6108685731887817,7,7,7
4431,1.3274126052856445,-0.35993868112564087,0.6516523361206055,0,0,0
4531,1.3188761472702026,-0.35995471477508545,0.6784340143203735,0,0,0
4632,1.3101110458374023,-0.3599674701690674,0.7047010064125061,4,4,4
4733,1.2961286306381226,-0.3599817156791687,0.743449330329895,17,17,17
4834,1.282657265663147,-0.35999107360839844,0.7811638712882996,40,40,40
4935,1.2731183767318726,-0.35999518632888794,0.8051133751869202,60,60,60
5035,1.2590044736862183,-0.35999876260757446,0.8401644825935364,98,98,98
5136,1.2490739822387695,-0.35999971628189087,0.8622662425041199,130,130,130
5237,1.2344001531600952,-0.35999953746795654,0.8936928510665894,184,184,184
5338,1.2241178750991821,-0.3599984049797058,0.9132236242294312,225,225,225
5439,1.208958625793457,-0.3599955439567566,0.9396975040435791,255,255,255
5540,1.198340654373169,-0.359993040561676,0.9555785655975342,255,255,255
5640,1.18272066116333,-0.3599884510040283,0.9754050970077515,226,226,226
5741,1.1718236207962036,-0.3599849343299866,0.9859592914581299,185,185,185
5841,1.155807375907898,-0.35997915267944336,0.9967658519744873,130,130,130
5942,1.1446489095687866,-0.3599749803543091,0.9998290538787842,99,99,99
6043,1.128287434577942,-0.35996824502944946,1.000122308731079,60,60,60
6143,1.1168862581253052,-0.3599638342857361,1.0005122423171997,40,40,40
6244,1.1001819372177124,-0.3599567413330078,1.021942377090454,17,17,17
6345,1.0885802507400513,-0.359951913356781,1.0264673233032227,7,7,7
6445,1.0704759359359741,-0.35994458198547363,1.0301469564437866,0,0,0
6546,1.0598002672195435,-0.3599395751953125,1.0318994522094727,0,0,0
6647,1.0414413213729858,-0.35993194580078125,1.0340304374694824,7,7,7
6748,1.024033784866333,-0.3599246144294739,1.0357608795166016,23,23,23
6848,1.0119943618774414,-0.35991954803466797,1.0367621183395386,38,38,38
