Time,x,y,z,Red,Green,Blue
101,1.6252562999725342,1.7899518013000488,0.0,0,0,0
202,1.6265497207641602,1.7899398803710938,0.0,0,0,0
303,1.6274101734161377,1.789931297302246,0.0,0,0,0
403,1.6287035942077637,1.7899173498153687,0.0,0,0,0
504,1.6295554637908936,1.7899073362350464,0.0,0,0,0
604,1.63084876537323,1.789891242980957,0.0,0,0,0
705,1.6317111253738403,1.7898796796798706,0.0,0,0,0
805,1.6329938173294067,1.7898615598678589,0.0,0,0,0
907,1.633856177330017,1.7898486852645874,0.0,0,0,0
1008,1.6351386308670044,1.7898284196853638,0.0,0,0,0
1108,1.6344150304794312,1.789806842803955,0.0,0,0,0
1209,1.6332812309265137,1.7897915840148926,0.0,0,0,0
1310,1.6310219764709473,1.7897677421569824,0.0,0,0,0
1411,1.6291292905807495,1.7897512912750244,0.0,0,0,0
1512,1.6258060932159424,1.7897251844406128,0.0,0,0,0
1612,1.623102068901062,1.7897071838378906,0.0,0,0,0
1712,1.6185885667800903,1.7896791696548462,0.0,0,0,0
1813,1.6150895357131958,1.7896596193313599,0.0,0,0,0
1914,1.609822392463684,1.7896294593811035,0.0,0,0,0
2015,1.6055827140808105,1.7896084785461426,0.0,0,0,0
2116,1.5993014574050903,1.7895762920379639,0.0014588263584300876,0,0,0
2216,1.594794511795044,1.7895541191101074,0.006451411172747612,0,0,0
2316,1.587581992149353,1.7895194292068481,0.01963864266872406,0,0,0
2417,1.5824580192565918,1.7894960641860962,0.03130153939127922,0,0,0
2518,1.5743354558944702,1.7894593477249146,0.05288243293762207,0,0,0
2618,1.568629264831543,1.7894340753555298,0.0697222352027893,0,0,0
2719,1.5602127313613892,1.7893954515457153,0.09724844992160797,0,0,0
2820,1.5539551973342896,1.789368748664856,0.11740712821483612,0,0,0
2921,1.544458270072937,1.7893279790878296,0.14943987131118774,0,0,0
3022,1.5345035791397095,1.7892857789993286,0.18370652198791504,0,0,0
3123,1.5273640155792236,1.789280652999878,0.20750415325164795,0,0,0
3224,1.5147897005081177,1.7892893552780151,0.24494752287864685,17,17,17
3325,1.5066879987716675,1.7893009185791016,0.27028489112854004,7,7,7
3425,1.4935212135314941,1.7893290519714355,0.3092164397239685,0,0,0
3526,1.484515905380249,1.789355754852295,0.3361155092716217,0,0,0
3627,1.4698108434677124,1.7894103527069092,0.37627607583999634,7,7,7
3727,1.4596679210662842,1.7894569635391235,0.403495728969574,17,17,17
3827,1.4431450366973877,1.7895399332046509,0.44480234384536743,40,40,40
3928,1.431821584701538,1.7896010875701904,0.47254645824432373,60,60,60
4028,1.413751244544983,1.7896931171417236,0.5142804980278015,99,99,99
4129,1.4017077684402466,1.7897497415542603,0.5420700311660767,130,130,130
4231,1.3830510377883911,1.789821982383728,0.5835127830505371,185,185,185
4331,1.3708672523498535,1.7898614406585693,0.6108685731887817,226,226,226
4431,1.3530575037002563,1.7899081707000732,0.6516523361206055,255,255,255
4531,1.3409072160720825,1.7899322509765625,0.6784340143203735,255,255,255
4632,1.3222441673278809,1.78995943069458,0.7177833914756775,225,225,225
4733,1.3101223707199097,1.7899726629257202,0.743449330329895,184,184,184
4834,1.2923823595046997,1.7899867296218872,0.7811638712882996,129,129,129
