Time,x,y,z,Red,Green,Blue
101,1.6103812456130981,0.07001599669456482,0.0,0,0,0
202,1.609950065612793,0.07001996040344238,0.0,0,0,0
303,1.6096632480621338,0.0700228214263916,0.0,0,0,0
403,1.6092320680618286,0.07002750039100647,0.0,0,0,0
504,1.6089481115341187,0.07003077864646912,0.0,0,0,0
604,1.608517050743103,0.07003617286682129,0.0,0,0,0
705,1.608229637145996,0.0700400173664093,0.0,0,0,0
805,1.6078020334243774,0.070046067237854,0.0,0,0,0
907,1.6075146198272705,0.07005035877227783,0.0,0,0,0
1008,1.6070871353149414,0.07005712389945984,0.0,0,0,0
1108,1.6055246591567993,0.07006189227104187,0.0,0,0,0
1209,1.602369785308838,0.07006940245628357,0.0,0,0,0
1310,1.599866271018982,0.0700746476650238,0.0,0,0,0
1411,1.5953582525253296,0.07008281350135803,0.0,0,0,0
1512,1.59031081199646,0.07009151577949524,0.0,0,0,0
1612,1.5864572525024414,0.07009753584861755,0.0,0,0,0
1712,1.5802323818206787,0.0701068639755249,0.0,0,0,0
1813,1.5755854845046997,0.07011336088180542,0.0,0,0,0
1914,1.5686016082763672,0.07012343406677246,0.0,0,0,0
2015,1.563212513923645,0.07013040781021118,0.0,0,0,0
2116,1.5552215576171875,0.07014116644859314,0.0014588263584300876,0,0,0
2216,1.5495784282684326,0.0701485276222229,0.006451411172747612,0,0,0
2316,1.5406430959701538,0.07016009092330933,0.01963864266872406,0,0,0
2417,1.5343842506408691,0.0701678991317749,0.03130153939127922,0,0,0
2518,1.524543285369873,0.07018014788627625,0.05288243293762207,0,0,0
2618,1.5176879167556763,0.07018858194351196,0.0697222352027893,0,0,0
2719,1.507561445236206,0.07020142674446106,0.09724844992160797,0,0,0
2820,1.500154733657837,0.07021033763885498,0.11740712821483612,0,0,0
2921,1.488948106765747,0.07022392749786377,0.14943987131118774,0,0,0
3022,1.4813286066055298,0.07023322582244873,0.1721906065940857,0,0,0
3123,1.4699326753616333,0.07023969292640686,0.20750415325164795,0,0,0
3224,1.4618220329284668,0.0702381432056427,0.23224836587905884,255,255,255
3325,1.4500737190246582,0.07023292779922485,0.27028489112854004,255,255,255
3425,1.4380565881729126,0.07022356986999512,0.3092164397239685,224,224,224
3526,1.4301656484603882,0.0702146589756012,0.3361155092716217,183,183,183
3627,1.4178152084350586,0.07019644975662231,0.37627607583999634,129,129,129
3727,1.4097682237625122,0.07018092274665833,0.403495728969574,98,98,98
3827,1.3972151279449463,0.07015326619148254,0.44480234384536743,59,59,59
3928,1.3890507221221924,0.07013291120529175,0.47254645824432373,39,39,39
4028,1.3762428760528564,0.07010218501091003,0.5142804980278015,17,17,17
4129,1.3678321838378906,0.07008332014083862,0.5420700311660767,7,7,7
4231,1.3544870615005493,0.07005923986434937,0.5835127830505371,0,0,0
4331,1.3456610441207886,0.07004612684249878,0.6108685731887817,0,0,0
4431,1.332541584968567,0.07003054022789001,0.6516523361206055,7,7,7
4531,1.3232823610305786,0.07002252340316772,0.6784340143203735,17,17,17
4632,1.3086100816726685,0.07001343369483948,0.7177833914756775,40,40,40
4733,1.2989273071289062,0.0700090229511261,0.743449330329895,60,60,60
4834,1.2846022844314575,0.07000434398651123,0.7811638712882996,98,98,98
4935,1.2745455503463745,0.07000228762626648,0.8051133751869202,130,130,130
5035,1.2597004175186157,0.07000049948692322,0.8401644825935364,184,184,184
5136,1.249315619468689,0.07000002264976501,0.8622662425041199,225,225,225
5237,1.234004020690918,0.07000011205673218,0.8936928510665894,255,255,255
5338,1.2233192920684814,0.07000067830085754,0.9132236242294312,255,255,255
5439,1.2075910568237305,0.07000210881233215,0.9396975040435791,226,226,226
5540,1.1966230869293213,0.07000336050987244,0.9555785655975342,185,185,185
5640,1.1805027723312378,0.07000565528869629,0.9754050970077515,130,130,130
5741,1.1692885160446167,0.07000741362571716,0.9859592914581299,99,99,99
5841,1.1528209447860718,0.07001030445098877,0.9967658519744873,60,60,60
5942,1.1413776874542236,0.07001239061355591,0.9998290538787842,40,40,40
6043,1.1246006488800049,0.07001575827598572,1.000122308731079,17,17,17
6143,1.1129461526870728,0.07001796364784241,1.0005122423171997,7,7,7
6244,1.0958733558654785,0.07002151012420654,1.021942377090454,0,0,0
6345,1.08403742313385,0.07002392411231995,1.0264673233032227,0,0,0
6445,1.065598487854004,0.07002758979797363,1.0301469564437866,7,7,7
6546,1.0547071695327759,0.0700300931930542,1.0318994522094727,16,16,16
6647,1.036035418510437,0.07003390789031982,1.0340304374694824,38,38,38
6748,1.0183430910110474,0.07003757357597351,1.0357608795166016,70,70,70
6848,1.0061153173446655,0.07004010677337646,1.0367621183395386,97,97,97
6948,0.9882494211196899,0.0700438916683197,1.0380966663360596,144,144,144
7049,0.9759050011634827,0.07004639506340027,1.0388703346252441,181,181,181
7150,0.9574486017227173,0.07006153464317322,1.0399521589279175,244,244,244
7251,0.9460606575012207,0.07008382678031921,1.0405895709991455,255,255,255
7352,0.9304969310760498,0.07014873623847961,1.0414737462997437,255,255,255
7452,0.9202908277511597,0.07022061944007874,1.0420318841934204,230,230,230
7552,0.9051889181137085,0.07038924098014832,1.0427788496017456,169,169,169
7653,0.8961983919143677,0.07056418061256409,1.0432411432266235,133,133,133
7754,0.8828553557395935,0.07093632221221924,1.0438833236694336,87,87,87
7854,0.8749858736991882,0.07128691673278809,1.0442991256713867,62,62,62
7954,0.8632562160491943,0.07198145985603333,1.0448639392852783,33,33,33
8055,0.8564603328704834,0.07259848713874817,1.0452160835266113,19,19,19
8156,0.8462704420089722,0.07375958561897278,1.0457286834716797,5,5,5
8257,0.8400716781616211,0.07468441128730774,1.0461119413375854,0,0,0
8357,0.8315293788909912,0.0764959454536438,1.0467311143875122,1,1,1
8458,0.8253007531166077,0.07791528105735779,1.0471729040145874,6,6,6
8558,0.8178870677947998,0.08048179745674133,1.0479317903518677,21,21,21
8659,0.812770426273346,0.0825410783290863,1.0484598875045776,36,36,36
8759,0.8065929412841797,0.08607801795005798,1.0493112802505493,67,67,67
8860,0.7999395132064819,0.08885669708251953,1.049913763999939,93,93,93
8961,0.7960487604141235,0.09353753924369812,1.0509028434753418,141,141,141
9062,0.7909423112869263,0.09874531626701355,1.051929235458374,198,198,198
9163,0.7876671552658081,0.10288479924201965,1.052678108215332,240,240,240
9263,0.7822211980819702,0.1094006896018982,1.0538653135299683,255,255,255
9364,0.7788126468658447,0.11420068144798279,1.0547126531600952,255,255,255
9464,0.7728729248046875,0.12211397290229797,1.0560288429260254,212,212,212
9565,0.7698240280151367,0.12788042426109314,1.05693519115448,172,172,172
9666,0.7643458843231201,0.1372894048690796,1.0584222078323364,120,120,120
9767,0.7615317702293396,0.14407959580421448,1.0594279766082764,91,91,91
9867,0.7563233375549316,0.15505662560462952,1.0610451698303223,54,54,54
9968,0.7518995404243469,0.16240578889846802,1.062197208404541,35,35,35
10069,0.7467799782752991,0.17495277523994446,1.0639903545379639,14,14,14
10170,0.7423737049102783,0.1832888126373291,1.065195918083191,5,5,5
10271,0.7355056405067444,0.19680732488632202,1.0671637058258057,0,0,0
10371,0.7310185432434082,0.2061009407043457,1.0684913396835327,1,1,1
10471,0.7233717441558838,0.22040432691574097,1.0706048011779785,9,9,9
10572,0.7177051305770874,0.23060795664787292,1.072051763534546,20,20,20
10673,0.7092756032943726,0.24621906876564026,1.074354887008667,44,44,44
10774,0.6996546983718872,0.2625747621059418,1.0767406225204468,77,65,65
10875,0.6933528184890747,0.27374666929244995,1.0783979892730713,105,105,105
10975,0.6830995082855225,0.29085981845855713,1.0809262990951538,154,154,154
11076,0.6758254170417786,0.3023393154144287,1.0826531648635864,192,192,192
11177,0.6635964512825012,0.32002657651901245,1.0851552486419678,255,255,255
11277,0.6556282043457031,0.3321118652820587,1.0877392292022705,255,255,255
11378,0.6430518627166748,0.3506466746330261,1.0947810411453247,255,255,255
11479,0.6338345408439636,0.36280006170272827,1.1024551391601562,217,217,217
11580,0.6191738247871399,0.3815762996673584,1.1193311214447021,157,157,157
11681,0.6097235679626465,0.3936639130115509,1.1338335275650024,123,123,123
11782,0.5941002368927002,0.4124986529350281,1.1597058773040771,79,79,79
11883,0.5831704139709473,0.4248756766319275,1.1784565448760986,56,56,56
11984,0.5669273138046265,0.44360414147377014,1.2064954042434692,28,28,28
12085,0.555498480796814,0.45569270849227905,1.2234632968902588,15,15,15
12185,0.538407564163208,0.4741574227809906,1.243358850479126,3,3,3
12286,0.5268943905830383,0.48683300614356995,1.251568078994751,0,0,0
12387,0.5090241432189941,0.5053846836090088,1.2548266649246216,2,2,2
12488,0.49727943539619446,0.517098605632782,1.2502620220184326,8,8,8
12589,0.47970426082611084,0.5346349477767944,1.2323994636535645,0,0,0
12689,0.4620555341243744,0.5520945191383362,1.2018927335739136,255,255,255
12790,0.45095372200012207,0.5636720657348633,1.175330400466919,0,0,0
12891,0.4351748526096344,0.5809163451194763,1.1272914409637451,255,255,255
12991,0.42583540081977844,0.5923146605491638,1.0910102128982544,255,255,255
13092,0.416217565536499,0.6083036065101624,1.0331803560256958,0,0,0
13192,0.41320571303367615,0.6190003752708435,0.9943069219589233,255,255,255
13293,0.4085358679294586,0.6341585516929626,0.9389429688453674,0,0,0
13394,0.40480437874794006,0.6450291872024536,0.905116081237793,255,255,255
13494,0.3992260992527008,0.6597453951835632,0.8618944883346558,0,0,0
13595,0.3950406312942505,0.669832170009613,0.8397296667098999,0,0,0
13697,0.38882479071617126,0.683617353439331,0.8184949159622192,255,255,255
13797,0.38429540395736694,0.6929173469543457,0.8132622241973877,0,0,0
13898,0.37734994292259216,0.7061724662780762,0.8196706175804138,255,255,255
13998,0.37233901023864746,0.7150900363922119,0.8335340619087219,255,255,255
14099,0.3652108311653137,0.726982593536377,0.8683493733406067,0,0,0
14200,0.35977691411972046,0.7355008125305176,0.9004294872283936,255,255,255
14300,0.3521004319190979,0.7468305826187134,0.9604113101959229,0,0,0
14401,0.3465534746646881,0.7545598745346069,1.0065250396728516,255,255,255
14502,0.33812081813812256,0.7656583786010742,1.0833081007003784,0,0,0
14604,0.33253517746925354,0.7726176977157593,1.137663722038269,0,0,0
14704,0.3239588141441345,0.7827556133270264,1.2203669548034668,255,255,255
14804,0.318118691444397,0.7893105149269104,1.2745777368545532,0,0,0
14904,0.30979159474372864,0.7982100248336792,1.3503581285476685,255,255,255
15004,0.30374470353126526,0.8043668866157532,1.3958362340927124,255,255,255
15105,0.2951543629169464,0.81270432472229,1.454163908958435,0,0,0
15206,0.28580737113952637,0.8212696313858032,1.4968222379684448,255,255,255
15307,0.2801370322704315,0.8262258172035217,1.5154433250427246,0,0,0
15409,0.27442601323127747,0.8310444355010986,1.5257604122161865,255,255,255
15509,0.26547202467918396,0.8382671475410461,1.5249121189117432,0,0,0
15609,0.2564487159252167,0.8451581001281738,1.5044480562210083,255,255,255
