0.04,01:55:22:19,-0.6600000262260437,-0.8399999737739563
0.04,01:55:22:20,-0.6600000262260437,-0.8399999737739563
0.04,01:55:22:21,-0.6600000262260437,-0.8399999737739563
0.04,01:55:22:22,-0.6600000262260437,-0.8500000238418579
0.04,01:55:22:23,-0.6600000262260437,-0.8500000238418579
0.04,01:55:22:24,-0.6600000262260437,-0.8500000238418579
0.04,01:55:23:00,-0.6600000262260437,-0.8500000238418579
0.04,01:55:23:01,-0.6600000262260437,-0.8500000238418579
0.04,01:55:23:02,-0.6600000262260437,-0.8399999737739563
0.04,01:55:23:03,-0.6600000262260437,-0.8399999737739563
0.04,01:55:23:04,-0.6600000262260437,-0.8399999737739563
0.04,01:55:23:05,-0.6600000262260437,-0.8399999737739563
0.04,01:55:23:06,-0.6600000262260437,-0.8399999737739563
0.04,01:55:23:07,-0.6600000262260437,-0.8299999833106995
0.04,01:55:23:08,-0.6600000262260437,-0.8299999833106995
0.04,01:55:23:09,-0.6600000262260437,-0.8299999833106995
0.04,01:55:23:10,-0.6600000262260437,-0.8299999833106995
0.04,01:55:23:11,-0.6600000262260437,-0.8299999833106995
0.04,01:55:23:12,-0.6600000262260437,-0.8399999737739563
0.04,01:55:23:13,-0.6600000262260437,-0.8399999737739563
0.04,01:55:23:14,-0.6600000262260437,-0.8399999737739563
0.04,01:55:23:15,-0.6600000262260437,-0.8399999737739563
0.04,01:55:23:16,-0.6600000262260437,-0.8399999737739563
0.04,01:55:23:17,-0.6700000166893005,-0.8399999737739563
0.04,01:55:23:18,-0.6700000166893005,-0.8399999737739563
0.04,01:55:23:19,-0.6700000166893005,-0.8399999737739563
0.04,01:55:23:20,-0.6700000166893005,-0.8399999737739563
0.04,01:55:23:21,-0.6700000166893005,-0.8399999737739563
0.04,01:55:23:22,-0.6600000262260437,-0.8500000238418579
0.04,01:55:23:23,-0.6600000262260437,-0.8500000238418579
0.04,01:55:23:24,-0.6600000262260437,-0.8500000238418579
0.04,01:55:24:00,-0.6600000262260437,-0.8500000238418579
0.04,01:55:24:01,-0.6600000262260437,-0.8500000238418579
0.04,01:55:24:02,-0.6499999761581421,-0.8500000238418579
0.04,01:55:24:03,-0.6499999761581421,-0.8500000238418579
0.04,01:55:24:04,-0.6499999761581421,-0.8500000238418579
0.04,01:55:24:05,-0.6499999761581421,-0.8500000238418579
0.04,01:55:24:06,-0.6499999761581421,-0.8500000238418579
0.04,01:55:24:07,-0.6600000262260437,-0.8500000238418579
0.04,01:55:24:08,-0.6600000262260437,-0.8500000238418579
0.04,01:55:24:09,-0.6600000262260437,-0.8500000238418579
0.04,01:55:24:10,-0.6600000262260437,-0.8500000238418579
0.04,01:55:24:11,-0.6600000262260437,-0.8500000238418579
0.04,01:55:24:12,-0.6700000166893005,-0.8600000143051147
0.04,01:55:24:13,-0.6700000166893005,-0.8600000143051147
0.04,01:55:24:14,-0.6700000166893005,-0.8600000143051147
0.04,01:55:24:15,-0.6700000166893005,-0.8600000143051147
0.04,01:55:24:16,-0.6700000166893005,-0.8600000143051147
0.04,01:55:24:17,-0.6700000166893005,-0.8600000143051147
0.04,01:55:24:18,-0.6700000166893005,-0.8600000143051147
0.04,01:55:24:19,-0.6700000166893005,-0.8600000143051147
0.04,01:55:24:20,-0.6700000166893005,-0.8600000143051147
0.04,01:55:24:21,-0.6700000166893005,-0.8600000143051147
0.04,01:55:24:22,-0.6600000262260437,-0.8700000047683716
0.04,01:55:24:23,-0.6600000262260437,-0.8700000047683716
0.04,01:55:24:24,-0.6600000262260437,-0.8700000047683716
0.04,01:55:25:00,-0.6600000262260437,-0.8700000047683716
0.04,01:55:25:01,-0.6600000262260437,-0.8700000047683716
0.04,01:55:25:02,-0.6499999761581421,-0.8600000143051147
0.04,01:55:25:03,-0.6499999761581421,-0.8600000143051147
0.04,01:55:25:04,-0.6499999761581421,-0.8600000143051147
0.04,01:55:25:05,-0.6499999761581421,-0.8600000143051147
0.04,01:55:25:06,-0.6499999761581421,-0.8600000143051147
0.04,01:55:25:07,-0.6499999761581421,-0.8600000143051147
0.04,01:55:25:08,-0.6499999761581421,-0.8600000143051147
0.04,01:55:25:09,-0.6499999761581421,-0.8600000143051147
0.04,01:55:25:10,-0.6499999761581421,-0.8600000143051147
0.04,01:55:25:11,-0.6499999761581421,-0.8600000143051147
0.04,01:55:25:12,-0.6499999761581421,-0.8600000143051147
0.04,01:55:25:13,-0.6499999761581421,-0.8600000143051147
0.04,01:55:25:14,-0.6499999761581421,-0.8600000143051147
0.04,01:55:25:15,-0.6499999761581421,-0.8600000143051147
0.04,01:55:25:16,-0.6499999761581421,-0.8600000143051147
0.04,01:55:25:17,-0.6600000262260437,-0.8500000238418579
0.04,01:55:25:18,-0.6600000262260437,-0.8500000238418579
0.04,01:55:25:19,-0.6600000262260437,-0.8500000238418579
0.04,01:55:25:20,-0.6600000262260437,-0.8500000238418579
0.04,01:55:25:21,-0.6600000262260437,-0.8500000238418579
0.04,01:55:25:22,-0.6600000262260437,-0.8500000238418579
0.04,01:55:25:23,-0.6600000262260437,-0.8500000238418579
0.04,01:55:25:24,-0.6600000262260437,-0.8500000238418579
0.04,01:55:26:00,-0.6600000262260437,-0.8500000238418579
0.04,01:55:26:01,-0.6600000262260437,-0.8500000238418579
0.04,01:55:26:02,-0.6600000262260437,-0.8500000238418579
0.04,01:55:26:03,-0.6600000262260437,-0.8500000238418579
0.04,01:55:26:04,-0.6600000262260437,-0.8500000238418579
0.04,01:55:26:05,-0.6600000262260437,-0.8500000238418579
0.04,01:55:26:06,-0.6600000262260437,-0.8500000238418579
0.04,01:55:26:07,-0.6600000262260437,-0.8500000238418579
0.04,01:55:26:08,-0.6600000262260437,-0.8500000238418579
0.04,01:55:26:09,-0.6600000262260437,-0.8500000238418579
0.04,01:55:26:10,-0.6600000262260437,-0.8500000238418579
0.04,01:55:26:11,-0.6600000262260437,-0.8500000238418579
0.04,01:55:26:12,-0.6600000262260437,-0.8399999737739563
0.04,01:55:26:13,-0.6600000262260437,-0.8399999737739563
0.04,01:55:26:14,-0.6600000262260437,-0.8399999737739563
0.04,01:55:26:15,-0.6600000262260437,-0.8399999737739563
0.04,01:55:26:16,-0.6600000262260437,-0.8399999737739563
0.04,01:55:26:17,-0.6499999761581421,-0.8299999833106995
0.04,01:55:26:18,-0.6499999761581421,-0.8299999833106995
0.04,01:55:26:19,-0.6499999761581421,-0.8299999833106995
0.04,01:55:26:20,-0.6499999761581421,-0.8299999833106995
0.04,01:55:26:21,-0.6499999761581421,-0.8299999833106995
0.04,01:55:26:22,-0.6499999761581421,-0.8299999833106995
0.04,01:55:26:23,-0.6499999761581421,-0.8299999833106995
0.04,01:55:26:24,-0.6499999761581421,-0.8299999833106995
0.04,01:55:27:00,-0.6499999761581421,-0.8299999833106995
0.04,01:55:27:01,-0.6499999761581421,-0.8299999833106995
0.04,01:55:27:02,-0.6499999761581421,-0.8199999928474426
0.04,01:55:27:03,-0.6499999761581421,-0.8199999928474426
0.04,01:55:27:04,-0.6499999761581421,-0.8199999928474426
0.04,01:55:27:05,-0.6499999761581421,-0.8199999928474426
0.04,01:55:27:06,-0.6499999761581421,-0.8199999928474426
0.04,01:55:27:07,-0.6499999761581421,-0.8299999833106995
0.04,01:55:27:08,-0.6499999761581421,-0.8299999833106995
0.04,01:55:27:09,-0.6499999761581421,-0.8299999833106995
0.04,01:55:27:10,-0.6499999761581421,-0.8299999833106995
0.04,01:55:27:11,-0.6499999761581421,-0.8299999833106995
0.04,01:55:27:12,-0.6399999856948853,-0.8199999928474426
0.04,01:55:27:13,-0.6399999856948853,-0.8199999928474426
0.04,01:55:27:14,-0.6399999856948853,-0.8199999928474426
0.04,01:55:27:15,-0.6399999856948853,-0.8199999928474426
0.04,01:55:27:16,-0.6399999856948853,-0.8199999928474426
0.04,01:55:27:17,-0.6299999952316284,-0.8199999928474426
0.04,01:55:27:18,-0.6299999952316284,-0.8199999928474426
0.04,01:55:27:19,-0.6299999952316284,-0.8199999928474426
0.04,01:55:27:20,-0.6299999952316284,-0.8199999928474426
0.04,01:55:27:21,-0.6299999952316284,-0.8199999928474426
0.04,01:55:27:22,-0.6399999856948853,-0.8199999928474426
0.04,01:55:27:23,-0.6399999856948853,-0.8199999928474426
0.04,01:55:27:24,-0.6399999856948853,-0.8199999928474426
0.04,01:55:28:00,-0.6399999856948853,-0.8199999928474426
0.04,01:55:28:01,-0.6399999856948853,-0.8199999928474426
0.04,01:55:28:02,-0.6499999761581421,-0.8299999833106995
0.04,01:55:28:03,-0.6499999761581421,-0.8299999833106995
0.04,01:55:28:04,-0.6499999761581421,-0.8299999833106995
0.04,01:55:28:05,-0.6499999761581421,-0.8299999833106995
0.04,01:55:28:06,-0.6499999761581421,-0.8299999833106995
0.04,01:55:28:07,-0.6499999761581421,-0.8399999737739563
0.04,01:55:28:08,-0.6499999761581421,-0.8399999737739563
0.04,01:55:28:09,-0.6499999761581421,-0.8399999737739563
0.04,01:55:28:10,-0.6499999761581421,-0.8399999737739563
0.04,01:55:28:11,-0.6499999761581421,-0.8399999737739563
0.04,01:55:28:12,-0.6600000262260437,-0.8299999833106995
0.04,01:55:28:13,-0.6600000262260437,-0.8299999833106995
